,姓名,消费金额,账户余额,订单时间,收货日期,详细地址
8198,孔子,1687.99,998312,2013-07-21 20:17:04,2013-07-21,广东省广州市海珠区中大102
8199,老子,6987.77,993012,2007-11-27 00:16:12,2007-11-27,广东省广州市越秀区北京路104
8200,李四,7015.04,992984,1981-08-19 11:29:15,1981-08-19,广东省广州市越秀区北京路104
8201,张三,8697.52,991302,2015-08-18 19:44:46,2015-08-18,广东省广州市天河区天河街道103
8202,鲁迅,3767.76,996232,2018-07-21 09:53:14,2018-07-21,广东省广州市黄埔区鱼珠街道101
8203,赵六,9834.48,990165,2016-12-02 06:49:29,2016-12-02,广东省广州市番禺区南站105
8204,赵六,170.72,999829,1980-02-07 21:59:48,1980-02-07,广东省广州市越秀区北京路104
8205,墨子,644.56,999355,1998-05-09 04:49:15,1998-05-09,广东省广州市天河区天河街道103
8206,李四,6643.74,993356,2009-12-14 09:56:30,2009-12-14,广东省广州市越秀区北京路104
8207,孔子,3173.52,996826,2016-08-19 17:28:37,2016-08-19,广东省广州市黄埔区鱼珠街道101
8208,王五,1337.21,998662,2020-02-06 13:48:45,2020-02-06,广东省广州市黄埔区鱼珠街道101
8209,朱自清,4352.31,995647,1982-02-21 02:28:34,1982-02-21,广东省广州市番禺区南站105
8210,墨子,8606.52,991393,1979-03-06 19:57:22,1979-03-06,广东省广州市黄埔区鱼珠街道101
8211,赵六,679.51,999320,1988-07-16 12:59:43,1988-07-16,广东省广州市海珠区中大102
8212,王五,3625.04,996374,1983-07-09 19:34:37,1983-07-09,广东省广州市海珠区中大102
8213,朱自清,186.57,999813,2022-05-12 18:29:42,2022-05-12,广东省广州市天河区天河街道103
8214,朱自清,3611.46,996388,2011-04-20 15:17:57,2011-04-20,广东省广州市海珠区中大102
8215,王五,5038.05,994961,1980-05-31 08:24:39,1980-05-31,广东省广州市番禺区南站105
8216,王五,3555.44,996444,2018-12-10 10:39:10,2018-12-10,广东省广州市天河区天河街道103
8217,李四,9957.72,990042,1982-01-14 20:48:27,1982-01-14,广东省广州市天河区天河街道103
8218,朱自清,8038.01,991961,1994-11-07 21:24:38,1994-11-07,广东省广州市天河区天河街道103
8219,墨子,8993.35,991006,2006-01-21 04:34:36,2006-01-21,广东省广州市番禺区南站105
8220,朱自清,6969.34,993030,2014-06-04 13:03:23,2014-06-04,广东省广州市海珠区中大102
8221,赵六,6397.72,993602,2020-07-15 21:35:10,2020-07-15,广东省广州市黄埔区鱼珠街道101
8222,王五,8580.08,991419,2021-03-14 00:10:51,2021-03-14,广东省广州市海珠区中大102
8223,王五,3241.69,996758,2017-05-21 11:11:47,2017-05-21,广东省广州市海珠区中大102
8224,赵六,5054.63,994945,1984-06-06 10:54:08,1984-06-06,广东省广州市番禺区南站105
8225,墨子,1475.61,998524,1999-10-20 19:34:23,1999-10-20,广东省广州市越秀区北京路104
8226,墨子,849.92,999150,1980-12-13 14:12:12,1980-12-13,广东省广州市番禺区南站105
8227,老子,417.16,999582,2022-05-10 15:34:57,2022-05-10,广东省广州市番禺区南站105
8228,鲁迅,3870.08,996129,2005-03-25 14:48:45,2005-03-25,广东省广州市番禺区南站105
8229,孔子,7355.71,992644,2004-09-09 10:49:36,2004-09-09,广东省广州市天河区天河街道103
8230,孔子,9158.89,990841,2014-08-12 15:46:02,2014-08-12,广东省广州市黄埔区鱼珠街道101
8231,孟子,6062.53,993937,1996-02-01 01:26:03,1996-02-01,广东省广州市天河区天河街道103
8232,老子,928.14,999071,1984-03-29 07:56:31,1984-03-29,广东省广州市黄埔区鱼珠街道101
8233,孟子,4045.07,995954,2008-08-10 03:37:49,2008-08-10,广东省广州市番禺区南站105
8234,李四,7244.13,992755,2007-10-05 04:54:18,2007-10-05,广东省广州市海珠区中大102
8235,张三,8628.15,991371,2015-06-12 10:31:04,2015-06-12,广东省广州市黄埔区鱼珠街道101
8236,老子,1208.8,998791,1997-01-11 02:12:11,1997-01-11,广东省广州市海珠区中大102
8237,张三,3784.08,996215,1987-08-25 19:58:20,1987-08-25,广东省广州市海珠区中大102
8238,王五,1916.59,998083,2022-12-27 02:47:35,2022-12-27,广东省广州市黄埔区鱼珠街道101
8239,赵六,7155.98,992844,1989-02-22 04:59:39,1989-02-22,广东省广州市番禺区南站105
8240,孔子,7383.43,992616,1998-08-25 23:28:29,1998-08-25,广东省广州市番禺区南站105
8241,墨子,4820.18,995179,2013-08-10 01:16:54,2013-08-10,广东省广州市番禺区南站105
8242,王五,9241.94,990758,1993-12-20 01:10:00,1993-12-20,广东省广州市越秀区北京路104
8243,朱自清,5587.03,994412,2022-06-27 11:17:00,2022-06-27,广东省广州市越秀区北京路104
8244,孔子,6853.95,993146,1992-03-01 02:51:54,1992-03-01,广东省广州市海珠区中大102
8245,孟子,6933.94,993066,2007-04-08 03:05:06,2007-04-08,广东省广州市越秀区北京路104
8246,李四,6025.69,993974,2022-10-23 17:11:07,2022-10-23,广东省广州市番禺区南站105
8247,李四,8705.38,991294,2019-03-09 07:52:39,2019-03-09,广东省广州市越秀区北京路104
8248,孔子,9428.91,990571,2007-08-25 11:23:36,2007-08-25,广东省广州市番禺区南站105
8249,李四,5587.59,994412,1980-02-16 04:35:20,1980-02-16,广东省广州市海珠区中大102
8250,孔子,4491.31,995508,1980-04-19 06:08:11,1980-04-19,广东省广州市海珠区中大102
8251,朱自清,6757.11,993242,1996-06-19 10:36:14,1996-06-19,广东省广州市天河区天河街道103
8252,李四,5808.8,994191,1989-05-19 03:50:50,1989-05-19,广东省广州市越秀区北京路104
8253,赵六,5225.19,994774,1979-12-05 15:08:12,1979-12-05,广东省广州市天河区天河街道103
8254,鲁迅,6245.95,993754,1987-03-17 11:59:53,1987-03-17,广东省广州市越秀区北京路104
8255,孟子,6512.47,993487,1993-06-20 01:18:50,1993-06-20,广东省广州市番禺区南站105
8256,墨子,3674.64,996325,2012-08-11 09:42:48,2012-08-11,广东省广州市黄埔区鱼珠街道101
8257,李四,2597.67,997402,2004-02-02 10:08:17,2004-02-02,广东省广州市天河区天河街道103
8258,张三,7945.12,992054,2004-10-31 05:44:04,2004-10-31,广东省广州市海珠区中大102
8259,张三,3893.4,996106,2005-08-28 11:07:07,2005-08-28,广东省广州市黄埔区鱼珠街道101
8260,孟子,6610.48,993389,2001-03-13 03:17:50,2001-03-13,广东省广州市黄埔区鱼珠街道101
8261,墨子,2727.69,997272,2011-09-15 08:18:00,2011-09-15,广东省广州市黄埔区鱼珠街道101
8262,孔子,2652.85,997347,1989-05-21 02:15:47,1989-05-21,广东省广州市天河区天河街道103
8263,朱自清,2173.17,997826,1998-10-28 21:21:22,1998-10-28,广东省广州市海珠区中大102
8264,赵六,90.76,999909,1997-12-12 11:41:40,1997-12-12,广东省广州市黄埔区鱼珠街道101
8265,孟子,5642.85,994357,2007-07-04 11:13:13,2007-07-04,广东省广州市番禺区南站105
8266,墨子,9940.95,990059,2003-01-30 03:15:46,2003-01-30,广东省广州市番禺区南站105
8267,朱自清,9108.54,990891,2021-12-01 21:30:22,2021-12-01,广东省广州市海珠区中大102
8268,王五,1388.72,998611,1991-07-14 22:31:50,1991-07-14,广东省广州市番禺区南站105
8269,赵六,3264.57,996735,1992-10-18 15:13:26,1992-10-18,广东省广州市天河区天河街道103
8270,钱七,3626.08,996373,2008-03-19 12:45:37,2008-03-19,广东省广州市黄埔区鱼珠街道101
8271,朱自清,4877.03,995122,2011-05-23 06:13:03,2011-05-23,广东省广州市番禺区南站105
8272,朱自清,3449.55,996550,1999-07-11 04:08:16,1999-07-11,广东省广州市黄埔区鱼珠街道101
8273,赵六,7090.79,992909,1988-11-02 21:37:03,1988-11-02,广东省广州市天河区天河街道103
8274,朱自清,4996.15,995003,2016-10-18 06:10:26,2016-10-18,广东省广州市越秀区北京路104
8275,鲁迅,6866.39,993133,2014-07-17 07:54:27,2014-07-17,广东省广州市海珠区中大102
8276,孟子,4463.43,995536,2009-02-20 18:26:24,2009-02-20,广东省广州市黄埔区鱼珠街道101
8277,鲁迅,2684.78,997315,2014-11-04 06:13:53,2014-11-04,广东省广州市番禺区南站105
8278,老子,207.89,999792,1996-12-28 15:31:30,1996-12-28,广东省广州市黄埔区鱼珠街道101
8279,李四,3234.51,996765,2007-01-17 09:57:28,2007-01-17,广东省广州市番禺区南站105
8280,王五,2921.38,997078,1996-12-08 13:30:06,1996-12-08,广东省广州市番禺区南站105
8281,赵六,1948.74,998051,1981-04-18 22:05:42,1981-04-18,广东省广州市番禺区南站105
8282,钱七,6408.51,993591,1993-11-09 11:54:03,1993-11-09,广东省广州市天河区天河街道103
8283,墨子,1634.19,998365,2015-08-01 16:17:26,2015-08-01,广东省广州市越秀区北京路104
8284,孔子,6202.66,993797,1980-12-03 08:32:54,1980-12-03,广东省广州市越秀区北京路104
8285,老子,7400.16,992599,2013-12-26 11:50:00,2013-12-26,广东省广州市海珠区中大102
8286,鲁迅,6682.64,993317,1981-04-25 17:12:03,1981-04-25,广东省广州市越秀区北京路104
8287,李四,7172.55,992827,2012-10-05 02:51:49,2012-10-05,广东省广州市天河区天河街道103
8288,孔子,6818.92,993181,2005-09-17 10:39:17,2005-09-17,广东省广州市海珠区中大102
8289,钱七,2113.63,997886,2003-10-08 03:46:12,2003-10-08,广东省广州市天河区天河街道103
8290,张三,711.33,999288,2007-02-28 05:52:54,2007-02-28,广东省广州市黄埔区鱼珠街道101
8291,老子,3039.43,996960,2016-03-31 02:59:22,2016-03-31,广东省广州市越秀区北京路104
8292,孟子,633.37,999366,2015-07-10 21:31:03,2015-07-10,广东省广州市越秀区北京路104
8293,老子,2449.72,997550,1982-06-18 13:55:55,1982-06-18,广东省广州市越秀区北京路104
8294,张三,9138.27,990861,2012-07-03 13:19:45,2012-07-03,广东省广州市黄埔区鱼珠街道101
8295,赵六,5848.65,994151,2010-10-27 07:53:23,2010-10-27,广东省广州市番禺区南站105
8296,朱自清,543.18,999456,2003-06-15 20:43:34,2003-06-15,广东省广州市番禺区南站105
8297,王五,2848.56,997151,1986-11-11 15:16:02,1986-11-11,广东省广州市番禺区南站105
8298,李四,4429.69,995570,1990-11-23 16:42:08,1990-11-23,广东省广州市越秀区北京路104
8299,王五,2292.93,997707,2008-07-18 11:49:29,2008-07-18,广东省广州市黄埔区鱼珠街道101
8300,孟子,3086.65,996913,1987-07-09 22:11:41,1987-07-09,广东省广州市海珠区中大102
8301,孔子,5401.07,994598,2004-01-06 20:20:29,2004-01-06,广东省广州市番禺区南站105
8302,鲁迅,89.37,999910,1996-07-31 07:18:15,1996-07-31,广东省广州市黄埔区鱼珠街道101
8303,鲁迅,5733.59,994266,1982-09-15 14:23:01,1982-09-15,广东省广州市海珠区中大102
8304,钱七,5170.9,994829,2016-12-29 03:20:58,2016-12-29,广东省广州市海珠区中大102
8305,孟子,3001.62,996998,2017-10-22 22:21:34,2017-10-22,广东省广州市越秀区北京路104
8306,孟子,6143.39,993856,1986-11-14 21:46:11,1986-11-14,广东省广州市番禺区南站105
8307,老子,6775.95,993224,2009-08-28 21:43:30,2009-08-28,广东省广州市天河区天河街道103
8308,赵六,3292.1,996707,1982-04-08 22:09:49,1982-04-08,广东省广州市番禺区南站105
8309,王五,5628.92,994371,1984-07-16 22:12:47,1984-07-16,广东省广州市越秀区北京路104
8310,王五,2503.82,997496,1989-02-18 10:04:11,1989-02-18,广东省广州市天河区天河街道103
8311,老子,6411.78,993588,1982-09-30 01:06:24,1982-09-30,广东省广州市海珠区中大102
8312,孔子,3113.76,996886,1991-11-03 04:37:37,1991-11-03,广东省广州市越秀区北京路104
8313,李四,4435.63,995564,2005-02-28 01:45:13,2005-02-28,广东省广州市天河区天河街道103
8314,钱七,9097.96,990902,2018-08-31 23:29:56,2018-08-31,广东省广州市越秀区北京路104
8315,朱自清,691.35,999308,1995-01-11 18:03:41,1995-01-11,广东省广州市天河区天河街道103
8316,朱自清,7238.38,992761,2002-09-06 16:30:33,2002-09-06,广东省广州市天河区天河街道103
8317,孟子,9237.1,990762,1984-04-26 13:56:29,1984-04-26,广东省广州市番禺区南站105
8318,墨子,9655.91,990344,1991-11-12 13:10:33,1991-11-12,广东省广州市海珠区中大102
8319,赵六,1742.01,998257,1997-08-20 10:12:11,1997-08-20,广东省广州市番禺区南站105
8320,孟子,675.85,999324,2002-07-20 19:32:26,2002-07-20,广东省广州市天河区天河街道103
8321,孟子,3403.86,996596,1981-02-26 15:14:14,1981-02-26,广东省广州市海珠区中大102
8322,鲁迅,4327.5,995672,2019-06-24 08:50:47,2019-06-24,广东省广州市番禺区南站105
8323,朱自清,5646.89,994353,1991-01-25 00:52:07,1991-01-25,广东省广州市番禺区南站105
8324,墨子,5717.14,994282,2007-06-17 22:00:28,2007-06-17,广东省广州市黄埔区鱼珠街道101
8325,墨子,8875.01,991124,1987-10-01 18:43:11,1987-10-01,广东省广州市天河区天河街道103
8326,墨子,2338.47,997661,2002-03-18 18:59:36,2002-03-18,广东省广州市黄埔区鱼珠街道101
8327,朱自清,2580.28,997419,2002-02-16 00:36:18,2002-02-16,广东省广州市越秀区北京路104
8328,李四,7245.84,992754,2010-12-12 19:27:45,2010-12-12,广东省广州市黄埔区鱼珠街道101
8329,孟子,7416.44,992583,2023-04-06 05:26:12,2023-04-06,广东省广州市越秀区北京路104
8330,老子,8509.56,991490,2000-09-15 04:33:17,2000-09-15,广东省广州市番禺区南站105
8331,老子,9135.32,990864,2004-01-17 14:48:06,2004-01-17,广东省广州市天河区天河街道103
8332,赵六,3081.36,996918,2005-03-26 09:12:39,2005-03-26,广东省广州市黄埔区鱼珠街道101
8333,王五,3927.41,996072,1987-11-09 08:28:45,1987-11-09,广东省广州市天河区天河街道103
8334,张三,9958.0,990042,1981-03-03 15:13:58,1981-03-03,广东省广州市越秀区北京路104
8335,墨子,3034.16,996965,2011-05-26 16:09:59,2011-05-26,广东省广州市番禺区南站105
8336,孔子,655.09,999344,1995-12-02 18:30:37,1995-12-02,广东省广州市海珠区中大102
8337,孔子,6250.25,993749,2005-12-20 18:23:52,2005-12-20,广东省广州市番禺区南站105
8338,鲁迅,3741.48,996258,1983-11-13 00:56:48,1983-11-13,广东省广州市天河区天河街道103
8339,王五,3937.6,996062,1990-11-23 00:28:58,1990-11-23,广东省广州市越秀区北京路104
8340,墨子,6695.92,993304,1999-09-02 16:48:18,1999-09-02,广东省广州市番禺区南站105
8341,王五,5731.43,994268,2021-04-11 21:39:47,2021-04-11,广东省广州市海珠区中大102
8342,朱自清,4757.62,995242,1997-01-06 07:48:03,1997-01-06,广东省广州市黄埔区鱼珠街道101
8343,鲁迅,4862.06,995137,2020-10-16 13:16:29,2020-10-16,广东省广州市海珠区中大102
8344,王五,4858.99,995141,1993-04-15 20:13:20,1993-04-15,广东省广州市天河区天河街道103
8345,朱自清,2216.71,997783,1987-07-17 19:02:50,1987-07-17,广东省广州市越秀区北京路104
8346,朱自清,8445.87,991554,1999-10-03 13:45:22,1999-10-03,广东省广州市天河区天河街道103
8347,钱七,8419.0,991581,2001-04-16 06:32:51,2001-04-16,广东省广州市黄埔区鱼珠街道101
8348,孔子,1862.93,998137,2016-06-26 21:42:10,2016-06-26,广东省广州市黄埔区鱼珠街道101
8349,孟子,450.8,999549,1985-05-03 04:28:22,1985-05-03,广东省广州市海珠区中大102
8350,孔子,4493.37,995506,1995-10-11 15:40:47,1995-10-11,广东省广州市番禺区南站105
8351,王五,4460.25,995539,2009-09-21 08:46:49,2009-09-21,广东省广州市越秀区北京路104
8352,孔子,1942.87,998057,1999-02-21 01:38:24,1999-02-21,广东省广州市黄埔区鱼珠街道101
8353,孔子,182.6,999817,1980-01-16 22:34:55,1980-01-16,广东省广州市海珠区中大102
8354,李四,4280.72,995719,2017-01-04 10:30:32,2017-01-04,广东省广州市海珠区中大102
8355,李四,324.74,999675,2001-12-04 11:06:57,2001-12-04,广东省广州市黄埔区鱼珠街道101
8356,孟子,4768.53,995231,1990-02-26 21:38:08,1990-02-26,广东省广州市越秀区北京路104
8357,墨子,6579.2,993420,2005-04-28 02:11:41,2005-04-28,广东省广州市越秀区北京路104
8358,朱自清,9111.58,990888,1994-04-14 00:51:04,1994-04-14,广东省广州市越秀区北京路104
8359,朱自清,4461.73,995538,2002-12-12 21:40:47,2002-12-12,广东省广州市番禺区南站105
8360,张三,7506.13,992493,2022-04-05 23:15:06,2022-04-05,广东省广州市番禺区南站105
8361,王五,9234.85,990765,1987-03-24 15:57:17,1987-03-24,广东省广州市天河区天河街道103
8362,赵六,2399.21,997600,2002-02-28 17:42:50,2002-02-28,广东省广州市番禺区南站105
8363,朱自清,842.15,999157,2014-12-12 01:37:50,2014-12-12,广东省广州市越秀区北京路104
8364,王五,3816.03,996183,1999-04-10 17:26:12,1999-04-10,广东省广州市天河区天河街道103
8365,鲁迅,5343.06,994656,2017-10-09 14:54:42,2017-10-09,广东省广州市天河区天河街道103
8366,王五,4615.88,995384,1994-08-31 03:24:38,1994-08-31,广东省广州市越秀区北京路104
8367,鲁迅,9545.46,990454,2021-12-18 21:17:55,2021-12-18,广东省广州市黄埔区鱼珠街道101
8368,王五,2921.01,997078,2018-09-20 07:48:27,2018-09-20,广东省广州市海珠区中大102
8369,墨子,8443.99,991556,2020-08-24 01:21:33,2020-08-24,广东省广州市海珠区中大102
8370,李四,7386.75,992613,1980-06-23 13:46:52,1980-06-23,广东省广州市海珠区中大102
8371,赵六,1100.95,998899,1995-10-21 02:10:11,1995-10-21,广东省广州市越秀区北京路104
8372,赵六,9050.16,990949,1982-03-13 23:07:16,1982-03-13,广东省广州市黄埔区鱼珠街道101
8373,赵六,7808.42,992191,1986-12-04 22:54:30,1986-12-04,广东省广州市黄埔区鱼珠街道101
8374,孟子,8855.65,991144,2008-02-15 12:48:16,2008-02-15,广东省广州市越秀区北京路104
8375,李四,1084.85,998915,2008-03-31 07:06:28,2008-03-31,广东省广州市天河区天河街道103
8376,老子,4591.46,995408,1980-03-18 02:27:27,1980-03-18,广东省广州市越秀区北京路104
8377,老子,284.96,999715,2016-07-30 13:33:50,2016-07-30,广东省广州市海珠区中大102
8378,李四,5931.4,994068,2018-12-02 10:38:20,2018-12-02,广东省广州市番禺区南站105
8379,张三,7696.73,992303,1984-05-26 11:54:58,1984-05-26,广东省广州市越秀区北京路104
8380,李四,9922.29,990077,2017-05-28 22:50:49,2017-05-28,广东省广州市海珠区中大102
8381,王五,9930.41,990069,1993-12-29 04:39:23,1993-12-29,广东省广州市越秀区北京路104
8382,孔子,2735.34,997264,2014-05-24 20:14:33,2014-05-24,广东省广州市番禺区南站105
8383,王五,4154.87,995845,1999-11-24 01:31:58,1999-11-24,广东省广州市天河区天河街道103
8384,老子,6981.28,993018,2009-04-28 17:34:53,2009-04-28,广东省广州市越秀区北京路104
8385,王五,5177.61,994822,1990-04-26 06:20:02,1990-04-26,广东省广州市天河区天河街道103
8386,王五,1200.75,998799,1998-11-11 12:41:53,1998-11-11,广东省广州市越秀区北京路104
8387,张三,6985.51,993014,2013-12-12 01:43:58,2013-12-12,广东省广州市番禺区南站105
8388,钱七,8278.27,991721,1994-09-21 20:09:38,1994-09-21,广东省广州市天河区天河街道103
8389,墨子,1853.01,998146,1998-01-05 03:43:51,1998-01-05,广东省广州市番禺区南站105
8390,墨子,1689.72,998310,1981-06-17 01:44:49,1981-06-17,广东省广州市海珠区中大102
8391,老子,4240.84,995759,1988-11-20 19:54:28,1988-11-20,广东省广州市黄埔区鱼珠街道101
8392,钱七,8686.14,991313,1995-11-11 13:44:46,1995-11-11,广东省广州市海珠区中大102
8393,王五,326.14,999673,1987-11-04 15:07:03,1987-11-04,广东省广州市番禺区南站105
8394,鲁迅,1856.71,998143,1994-12-28 15:16:13,1994-12-28,广东省广州市黄埔区鱼珠街道101
8395,钱七,9043.22,990956,1986-07-23 20:40:51,1986-07-23,广东省广州市天河区天河街道103
8396,鲁迅,2526.79,997473,1993-12-02 14:03:40,1993-12-02,广东省广州市海珠区中大102
8397,墨子,1330.84,998669,2010-03-25 15:47:05,2010-03-25,广东省广州市越秀区北京路104
8398,孟子,1093.87,998906,2007-06-13 05:16:12,2007-06-13,广东省广州市越秀区北京路104
8399,张三,4154.67,995845,2014-12-28 01:58:27,2014-12-28,广东省广州市黄埔区鱼珠街道101
8400,李四,3801.79,996198,1984-02-13 11:21:10,1984-02-13,广东省广州市海珠区中大102
8401,赵六,8527.77,991472,2000-01-16 20:39:32,2000-01-16,广东省广州市黄埔区鱼珠街道101
8402,鲁迅,2273.26,997726,1979-01-12 01:13:09,1979-01-12,广东省广州市海珠区中大102
8403,孟子,8637.67,991362,1987-03-26 09:16:26,1987-03-26,广东省广州市海珠区中大102
8404,钱七,1875.75,998124,2007-03-17 08:17:26,2007-03-17,广东省广州市天河区天河街道103
8405,钱七,3036.52,996963,1995-07-03 03:24:37,1995-07-03,广东省广州市海珠区中大102
8406,钱七,4911.28,995088,1996-08-30 12:41:43,1996-08-30,广东省广州市越秀区北京路104
8407,钱七,192.14,999807,1981-10-07 21:07:53,1981-10-07,广东省广州市海珠区中大102
8408,赵六,297.93,999702,1995-01-10 19:43:52,1995-01-10,广东省广州市番禺区南站105
8409,墨子,2192.56,997807,1989-08-29 15:27:58,1989-08-29,广东省广州市黄埔区鱼珠街道101
8410,鲁迅,9283.88,990716,2000-05-30 14:34:18,2000-05-30,广东省广州市番禺区南站105
8411,张三,176.54,999823,2023-07-14 00:43:44,2023-07-14,广东省广州市番禺区南站105
8412,孔子,6496.65,993503,1986-11-11 05:12:14,1986-11-11,广东省广州市越秀区北京路104
8413,墨子,7078.75,992921,2021-01-17 04:31:12,2021-01-17,广东省广州市越秀区北京路104
8414,王五,738.9,999261,1998-09-22 09:07:48,1998-09-22,广东省广州市黄埔区鱼珠街道101
8415,王五,8079.9,991920,2015-05-18 02:38:22,2015-05-18,广东省广州市海珠区中大102
8416,孔子,6084.87,993915,2003-01-10 00:51:59,2003-01-10,广东省广州市黄埔区鱼珠街道101
8417,墨子,2780.13,997219,2019-08-20 23:17:39,2019-08-20,广东省广州市黄埔区鱼珠街道101
8418,张三,6449.15,993550,2012-08-02 18:54:50,2012-08-02,广东省广州市天河区天河街道103
8419,孔子,234.75,999765,1990-06-05 15:55:03,1990-06-05,广东省广州市天河区天河街道103
8420,鲁迅,7714.71,992285,1996-12-31 15:03:35,1996-12-31,广东省广州市海珠区中大102
8421,孟子,8804.99,991195,1983-03-02 14:25:23,1983-03-02,广东省广州市越秀区北京路104
8422,李四,1287.96,998712,1995-07-03 05:28:31,1995-07-03,广东省广州市海珠区中大102
8423,张三,8852.96,991147,1984-03-01 02:06:19,1984-03-01,广东省广州市天河区天河街道103
8424,王五,4192.44,995807,2001-05-09 09:24:47,2001-05-09,广东省广州市海珠区中大102
8425,孔子,3606.06,996393,1989-05-12 11:35:00,1989-05-12,广东省广州市越秀区北京路104
8426,孟子,6340.19,993659,1990-02-13 17:40:31,1990-02-13,广东省广州市海珠区中大102
8427,墨子,2277.28,997722,1985-05-11 02:01:57,1985-05-11,广东省广州市番禺区南站105
8428,朱自清,4146.54,995853,2009-12-01 11:21:33,2009-12-01,广东省广州市黄埔区鱼珠街道101
8429,朱自清,8773.86,991226,1991-08-09 11:08:05,1991-08-09,广东省广州市越秀区北京路104
8430,老子,5754.98,994245,1989-11-10 01:42:16,1989-11-10,广东省广州市黄埔区鱼珠街道101
8431,墨子,810.87,999189,2015-03-03 10:30:06,2015-03-03,广东省广州市海珠区中大102
8432,赵六,7449.66,992550,1985-02-25 23:22:23,1985-02-25,广东省广州市天河区天河街道103
8433,王五,2582.46,997417,2015-07-11 04:23:39,2015-07-11,广东省广州市天河区天河街道103
8434,孔子,5426.05,994573,1986-04-23 01:25:32,1986-04-23,广东省广州市黄埔区鱼珠街道101
8435,孔子,3670.04,996329,1995-09-13 14:12:00,1995-09-13,广东省广州市越秀区北京路104
8436,孟子,9460.28,990539,1998-09-23 22:45:21,1998-09-23,广东省广州市越秀区北京路104
8437,墨子,18.44,999981,2011-08-19 14:26:19,2011-08-19,广东省广州市海珠区中大102
8438,鲁迅,2531.37,997468,2003-08-09 15:47:14,2003-08-09,广东省广州市海珠区中大102
8439,王五,8824.73,991175,2001-03-09 00:17:12,2001-03-09,广东省广州市番禺区南站105
8440,朱自清,2027.98,997972,2016-12-16 21:31:35,2016-12-16,广东省广州市番禺区南站105
8441,李四,6241.95,993758,1982-05-19 03:19:42,1982-05-19,广东省广州市越秀区北京路104
8442,孔子,3727.23,996272,2005-10-18 09:07:09,2005-10-18,广东省广州市番禺区南站105
8443,朱自清,3648.43,996351,1997-06-04 23:48:45,1997-06-04,广东省广州市黄埔区鱼珠街道101
8444,钱七,4497.47,995502,2003-11-24 15:44:08,2003-11-24,广东省广州市天河区天河街道103
8445,王五,1650.63,998349,1985-10-14 14:37:50,1985-10-14,广东省广州市番禺区南站105
8446,鲁迅,1274.24,998725,1979-06-01 05:07:39,1979-06-01,广东省广州市黄埔区鱼珠街道101
8447,张三,8955.97,991044,1997-03-08 13:50:18,1997-03-08,广东省广州市天河区天河街道103
8448,赵六,4282.95,995717,2000-04-15 18:29:50,2000-04-15,广东省广州市天河区天河街道103
8449,鲁迅,3386.95,996613,1992-11-30 18:17:06,1992-11-30,广东省广州市天河区天河街道103
8450,赵六,7282.29,992717,1979-10-25 04:11:17,1979-10-25,广东省广州市黄埔区鱼珠街道101
8451,王五,6012.27,993987,2010-12-20 04:37:10,2010-12-20,广东省广州市天河区天河街道103
8452,张三,546.56,999453,1980-12-08 01:07:35,1980-12-08,广东省广州市海珠区中大102
8453,钱七,7425.17,992574,1989-12-09 17:38:21,1989-12-09,广东省广州市海珠区中大102
8454,鲁迅,1210.06,998789,1996-07-15 02:41:48,1996-07-15,广东省广州市越秀区北京路104
8455,钱七,7729.7,992270,1981-08-04 07:33:24,1981-08-04,广东省广州市番禺区南站105
8456,鲁迅,2425.36,997574,2006-10-21 12:52:14,2006-10-21,广东省广州市番禺区南站105
8457,孔子,3120.02,996879,2018-05-23 18:27:40,2018-05-23,广东省广州市番禺区南站105
8458,孔子,7123.93,992876,2023-05-03 16:36:12,2023-05-03,广东省广州市黄埔区鱼珠街道101
8459,墨子,8444.2,991555,2008-02-23 12:01:46,2008-02-23,广东省广州市海珠区中大102
8460,鲁迅,6743.55,993256,1979-07-29 04:02:21,1979-07-29,广东省广州市越秀区北京路104
8461,孔子,3950.39,996049,1996-11-18 18:41:54,1996-11-18,广东省广州市天河区天河街道103
8462,李四,9079.5,990920,2012-02-09 13:52:07,2012-02-09,广东省广州市越秀区北京路104
8463,老子,6870.78,993129,2007-04-06 07:06:05,2007-04-06,广东省广州市番禺区南站105
8464,赵六,9770.29,990229,1998-11-20 09:54:41,1998-11-20,广东省广州市番禺区南站105
8465,赵六,9341.83,990658,1986-04-27 03:42:45,1986-04-27,广东省广州市番禺区南站105
8466,李四,3202.88,996797,1996-03-20 17:51:21,1996-03-20,广东省广州市越秀区北京路104
8467,鲁迅,6156.39,993843,1984-09-24 02:54:29,1984-09-24,广东省广州市黄埔区鱼珠街道101
8468,老子,7676.19,992323,2012-09-30 18:24:36,2012-09-30,广东省广州市越秀区北京路104
8469,孔子,580.7,999419,1984-11-14 08:17:50,1984-11-14,广东省广州市番禺区南站105
8470,孔子,2962.52,997037,1981-04-15 08:03:30,1981-04-15,广东省广州市天河区天河街道103
8471,朱自清,4068.45,995931,2000-02-01 11:52:57,2000-02-01,广东省广州市天河区天河街道103
8472,钱七,6579.93,993420,2022-01-01 11:23:59,2022-01-01,广东省广州市越秀区北京路104
8473,李四,9768.36,990231,2000-11-25 10:46:54,2000-11-25,广东省广州市海珠区中大102
8474,朱自清,925.48,999074,1991-07-13 16:41:27,1991-07-13,广东省广州市黄埔区鱼珠街道101
